,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,username,email,name,gender,age
1339,KTR,2024-01-20,2024-12-10,325,Saturday,939459,EUR,54172,500002,594011,0.1083435666257335,10.965277265007753,1.1880172479310083,40-45,B,greese,stevensamy@example.net,Laura Casey,F,47
1340,KTR,2023-03-03,2023-07-11,130,Friday,73654,EUR,45551,500000,48747,0.091102,1.0701631138723628,0.097494,30-35,F,markjones,jbailey@example.com,Reginald Herrera,M,38
1341,AKX,2024-06-12,2024-06-16,4,Wednesday,875685,EUR,7499,499998,513305,0.014998059992239968,68.44979330577411,1.0266141064564258,20-45,B,markjones,jbailey@example.com,Reginald Herrera,M,38
1342,KTR,2023-12-28,2025-09-13,625,Thursday,804158,EUR,26082,499998,56727,0.052164208656834625,2.1749482401656315,0.11345445381781527,25-45,F,robertday,annramsey@example.net,Sara Yates,F,78
1343,GRZ,2023-03-07,2025-01-25,690,Tuesday,656887,EUR,17267,500000,389357,0.034534,22.54919789193259,0.778714,40-65,F,robertday,annramsey@example.net,Sara Yates,F,78
1344,BYU,2022-12-09,2024-11-23,715,Friday,13798,USD,30777,500000,8364,0.061554,0.2717613802514865,0.016728,40-45,B,robertday,annramsey@example.net,Sara Yates,F,78
1345,AKX,2023-12-28,2024-05-31,155,Thursday,716509,USD,33509,499999,520304,0.06701813403626808,15.527291175505088,1.0406100812201624,25-35,M,robertday,annramsey@example.net,Sara Yates,F,78
1346,AKX,2024-04-27,2025-12-14,596,Saturday,853325,GBP,21968,500002,562891,0.04393582425670298,25.623224690458848,1.1257774968900125,45-70,M,qrusso,ewashington@example.org,Roger Hendrix,M,23
1347,KTR,2024-08-23,2025-06-11,292,Friday,225884,GBP,4353,500001,25295,0.008705982588034823,5.8109349873650356,0.05058989882020236,25-35,B,qrusso,ewashington@example.org,Roger Hendrix,M,23
1348,GRZ,2022-12-09,2023-05-06,148,Friday,630751,USD,54589,500001,47276,0.10917778164443671,0.8660352818333363,0.09455181089637821,25-50,F,qrusso,ewashington@example.org,Roger Hendrix,M,23
1349,AKX,2023-09-05,2024-09-26,387,Tuesday,110712,EUR,47329,500002,49216,0.09465762136951453,1.039869847239536,0.0984316062735749,25-30,B,qrusso,ewashington@example.org,Roger Hendrix,M,23
1350,AKX,2024-08-16,2025-09-10,390,Friday,836133,GBP,41283,500001,773930,0.08256583486833026,18.74694184046702,1.5478569042861914,20-25,M,qrusso,ewashington@example.org,Roger Hendrix,M,23
1351,BYU,2024-07-28,2026-03-31,611,Sunday,80517,USD,70677,499999,64007,0.14135428270856543,0.9056270073715635,0.12801425602851205,35-60,B,jwebb,jonesjoseph@example.com,Kevin Wilson,M,49
1352,AKX,2024-07-23,2024-08-22,30,Tuesday,878059,EUR,52159,499994,627129,0.10431925183102198,12.023409191127131,1.2542730512766154,30-55,F,jwebb,jonesjoseph@example.com,Kevin Wilson,M,49
1353,AKX,2024-07-08,2024-10-11,95,Monday,621010,EUR,55800,499999,356959,0.1116002232004464,6.397114695340502,0.7139194278388556,20-45,F,jwebb,jonesjoseph@example.com,Kevin Wilson,M,49
1354,KTR,2023-09-25,2024-01-08,105,Monday,782196,EUR,31075,499998,114187,0.062150248600994405,3.6745615446500404,0.228374913499654,45-50,M,jwebb,jonesjoseph@example.com,Kevin Wilson,M,49
1355,BYU,2023-03-25,2023-04-13,19,Saturday,20563,EUR,11023,499999,13899,0.022046044092088185,1.2609090084369046,0.027798055596111194,30-35,B,jwebb,jonesjoseph@example.com,Kevin Wilson,M,49
1356,KTR,2024-03-30,2025-05-05,401,Saturday,153279,USD,47509,500001,31003,0.09501780996438007,0.6525710917931339,0.06200587598824802,25-50,M,jwebb,jonesjoseph@example.com,Kevin Wilson,M,49
1357,GRZ,2024-06-25,2024-09-03,70,Tuesday,220205,EUR,31140,500001,94539,0.06227987544024912,3.0359344894026976,0.18907762184475632,45-60,F,petersenkaren,aaronking@example.org,Erin Wilson,F,62
1358,GRZ,2024-09-11,2026-04-13,579,Wednesday,655133,EUR,57232,500001,482675,0.11446377107245785,8.433655996645234,0.9653480693038614,40-50,B,petersenkaren,aaronking@example.org,Erin Wilson,F,62
1359,KTR,2024-04-15,2025-08-12,484,Monday,663288,GBP,25333,499999,163151,0.050666101332202666,6.4402557928393795,0.3263026526053052,20-25,F,martinparker,lbenson@example.org,Samantha Smith,F,54
1360,AKX,2024-03-06,2024-06-11,97,Wednesday,782567,USD,9640,500001,76453,0.01927996144007712,7.930809128630705,0.15290569418861163,25-50,M,martinparker,lbenson@example.org,Samantha Smith,F,54
1361,AKX,2024-02-11,2024-05-01,80,Sunday,92568,GBP,33225,500000,43990,0.06645,1.3240030097817908,0.08798,20-45,B,martinparker,lbenson@example.org,Samantha Smith,F,54
1362,AKX,2024-09-11,2026-01-15,491,Wednesday,664139,GBP,12294,499999,303723,0.024588049176098352,24.70497803806735,0.6074472148944298,20-25,F,martinparker,lbenson@example.org,Samantha Smith,F,54
1363,AKX,2023-06-02,2024-08-12,437,Friday,502333,GBP,52069,500001,269167,0.10413779172441655,5.169429026868194,0.5383329233341533,45-55,F,martinparker,lbenson@example.org,Samantha Smith,F,54
1364,GRZ,2023-10-06,2025-01-02,454,Friday,671448,EUR,51205,500000,72338,0.10241,1.4127136021872864,0.144676,25-30,M,martinparker,lbenson@example.org,Samantha Smith,F,54
1365,BYU,2023-11-14,2024-08-31,291,Tuesday,57916,EUR,29899,499997,50259,0.05979835879015274,1.6809592294056657,0.10051860311161867,20-35,B,torreslisa,conwaypatricia@example.net,Brendan Hughes,M,90
1366,BYU,2024-03-19,2025-03-24,370,Tuesday,316534,EUR,43880,499997,266642,0.08776052656315939,6.07661804922516,0.5332871997231984,20-35,F,torreslisa,conwaypatricia@example.net,Brendan Hughes,M,90
1367,KTR,2023-01-10,2024-10-24,653,Tuesday,399453,EUR,19927,500000,140170,0.039854,7.034174737792944,0.28034,20-45,B,caitlinmason,lori65@example.com,Richard Ho,M,68
1368,KTR,2024-06-23,2024-10-25,124,Sunday,893417,EUR,25611,499999,192697,0.05122210244420489,7.523993596501503,0.3853947707895416,25-50,B,caitlinmason,lori65@example.com,Richard Ho,M,68
1369,BYU,2024-10-15,2025-11-08,389,Tuesday,528326,USD,55305,499999,199122,0.11061022122044244,3.600433957146732,0.398244796489593,40-60,M,caitlinmason,lori65@example.com,Richard Ho,M,68
1370,BYU,2024-10-01,2025-08-08,311,Tuesday,779133,USD,89036,500001,579612,0.1780716438567123,6.509861179747518,1.159221681556637,25-45,F,caitlinmason,lori65@example.com,Richard Ho,M,68
1371,GRZ,2024-04-03,2024-04-06,3,Wednesday,346090,USD,21014,500001,327940,0.04202791594416811,15.605786618444846,0.6558786882426235,20-25,M,caitlinmason,lori65@example.com,Richard Ho,M,68
1372,KTR,2023-09-20,2025-02-02,501,Wednesday,463207,GBP,21349,499997,162826,0.04269825618953714,7.626867768982153,0.32565395392372354,45-70,M,caitlinmason,lori65@example.com,Richard Ho,M,68
1373,AKX,2022-11-01,2024-03-12,497,Tuesday,462148,USD,15596,500000,66952,0.031192,4.2928956142600665,0.133904,45-60,M,caitlinmason,lori65@example.com,Richard Ho,M,68
1374,BYU,2024-07-06,2025-01-20,198,Saturday,980168,USD,18762,499997,609953,0.03752422514535087,32.5100202537043,1.2199133194799168,25-35,M,phillip86,omarbarnes@example.org,Natalie Silva,F,45
1375,KTR,2023-04-14,2023-05-17,33,Friday,924317,USD,40903,499999,436216,0.08180616361232722,10.66464562501528,0.8724337448674897,25-40,B,phillip86,omarbarnes@example.org,Natalie Silva,F,45
1376,KTR,2024-02-04,2024-06-17,134,Sunday,336252,GBP,38486,499999,215384,0.07697215394430788,5.596424673907395,0.4307688615377231,25-40,B,phillip86,omarbarnes@example.org,Natalie Silva,F,45
1377,BYU,2024-01-29,2025-10-04,614,Monday,580024,EUR,23351,499999,490983,0.04670209340418681,21.026208727677616,0.9819679639359279,45-65,F,phillip86,omarbarnes@example.org,Natalie Silva,F,45
1378,GRZ,2023-09-01,2023-09-07,6,Friday,216620,USD,29666,499997,129301,0.059332355994135964,4.358558619294816,0.2586035516213097,35-40,M,phillip86,omarbarnes@example.org,Natalie Silva,F,45
1379,BYU,2023-10-11,2025-01-04,451,Wednesday,345874,USD,57265,499998,117663,0.11453045812183249,2.0547105561861523,0.23532694130776524,30-40,F,snyderchristopher,vmueller@example.com,Michele Gill,F,45
1380,KTR,2024-04-13,2025-10-07,542,Saturday,561524,EUR,62442,500001,518468,0.12488375023249954,8.303193363441274,1.0369339261321477,35-55,B,snyderchristopher,vmueller@example.com,Michele Gill,F,45
1381,BYU,2022-12-02,2024-01-10,404,Friday,920578,USD,13422,500000,307052,0.026844,22.87676948293846,0.614104,40-55,F,snyderchristopher,vmueller@example.com,Michele Gill,F,45
1382,GRZ,2024-06-16,2024-12-20,187,Sunday,39373,USD,35155,499999,13309,0.07031014062028124,0.37858057175366233,0.026618053236106474,45-55,F,whitneyjohnson,sandragraham@example.org,Danielle Johnson,F,49
1383,BYU,2022-11-25,2023-04-02,128,Friday,957086,GBP,73630,500002,778751,0.14725941096235615,10.576544886595137,1.5574957700169199,45-60,B,whitneyjohnson,sandragraham@example.org,Danielle Johnson,F,49
1384,BYU,2023-05-19,2024-09-30,500,Friday,86350,USD,63231,500001,11674,0.12646174707650584,0.1846246303237336,0.02334795330409339,20-40,F,whitneyjohnson,sandragraham@example.org,Danielle Johnson,F,49
1385,KTR,2023-10-19,2024-04-04,168,Thursday,135922,GBP,42139,500005,45849,0.08427715722842771,1.0880419563824486,0.09169708302916971,35-50,B,whitneyjohnson,sandragraham@example.org,Danielle Johnson,F,49
1386,AKX,2024-09-03,2025-02-27,177,Tuesday,2805,USD,45247,499998,579,0.09049436197744791,0.01279642849249674,0.001158004632018528,30-35,B,whitneyjohnson,sandragraham@example.org,Danielle Johnson,F,49
1387,GRZ,2024-06-16,2025-04-28,316,Sunday,2447,EUR,31625,500004,1291,0.06324949400404797,0.04082213438735178,0.0025819793441652465,40-65,F,debra91,dawn36@example.net,Brandi Weiss,F,50
1388,KTR,2022-11-17,2024-11-11,725,Thursday,766357,USD,57382,499998,518717,0.11476445905783624,9.039716287337493,1.037438149752599,35-60,M,debra91,dawn36@example.net,Brandi Weiss,F,50
1389,BYU,2024-01-06,2026-01-03,728,Saturday,46924,USD,48333,500000,4520,0.096666,0.09351788633025056,0.00904,20-30,B,debra91,dawn36@example.net,Brandi Weiss,F,50
1390,KTR,2023-07-18,2024-08-07,386,Tuesday,934450,USD,24226,500000,551076,0.048452,22.74729629323867,1.102152,20-35,B,debra91,dawn36@example.net,Brandi Weiss,F,50
1391,KTR,2023-09-09,2025-02-05,515,Saturday,136067,EUR,39536,500000,7906,0.079072,0.19996964791582356,0.015812,30-40,M,debra91,dawn36@example.net,Brandi Weiss,F,50
1392,BYU,2022-12-01,2023-06-01,182,Thursday,310074,GBP,28703,500001,31276,0.05740588518822962,1.089642197679685,0.0625518748962502,25-35,F,rossconnie,matthewthomas@example.org,Derrick Obrien,M,87
1393,AKX,2024-02-29,2025-01-13,319,Thursday,69620,EUR,48210,500001,66459,0.09641980716038567,1.378531425015557,0.13291773416453168,30-50,B,rossconnie,matthewthomas@example.org,Derrick Obrien,M,87
1394,KTR,2024-06-29,2025-01-06,191,Saturday,766879,GBP,26201,500000,685867,0.052402,26.177130643868555,1.371734,20-30,B,rossconnie,matthewthomas@example.org,Derrick Obrien,M,87
1395,GRZ,2024-01-03,2024-04-07,95,Wednesday,904832,GBP,19291,499999,143610,0.03858207716415433,7.444404126276502,0.2872205744411489,25-35,M,rossconnie,matthewthomas@example.org,Derrick Obrien,M,87
1396,GRZ,2024-01-27,2025-02-11,381,Saturday,384823,EUR,87309,500000,233688,0.174618,2.676562553688623,0.467376,20-30,M,patrick36,vpittman@example.org,Nicole Ford,F,57
1397,GRZ,2023-07-24,2023-10-23,91,Monday,51014,GBP,6477,499999,3976,0.012954025908051815,0.6138644434151613,0.007952015904031808,25-30,B,patrick36,vpittman@example.org,Nicole Ford,F,57
1398,GRZ,2023-02-28,2024-06-27,485,Tuesday,414430,GBP,54220,500001,202263,0.10843978312043376,3.730413131685725,0.4045251909496181,20-40,F,patrick36,vpittman@example.org,Nicole Ford,F,57
1399,AKX,2023-12-14,2024-08-08,238,Thursday,845387,EUR,30494,499998,329838,0.060988243952975814,10.816488489538926,0.6596786387145549,45-70,M,patrick36,vpittman@example.org,Nicole Ford,F,57
1400,BYU,2023-11-15,2025-07-20,613,Wednesday,76899,GBP,17228,500000,13044,0.034456,0.7571395402832598,0.026088,20-25,B,patrick36,vpittman@example.org,Nicole Ford,F,57
1401,BYU,2024-09-02,2025-03-19,198,Monday,676030,GBP,26796,500003,54891,0.0535916784499293,2.0484773846842814,0.10978134131195212,40-50,M,kendra55,william46@example.org,Eric Campbell,M,28
1402,KTR,2023-06-28,2024-01-09,195,Wednesday,788933,EUR,83342,499999,537159,0.16668433336866673,6.445237695279691,1.0743201486402973,35-50,M,kendra55,william46@example.org,Eric Campbell,M,28
1403,GRZ,2024-01-25,2025-08-02,555,Thursday,123877,EUR,12129,500001,45453,0.024257951484097033,3.7474647538956223,0.09090581818836363,45-65,F,kendra55,william46@example.org,Eric Campbell,M,28
1404,BYU,2023-07-31,2023-11-22,114,Monday,187864,USD,40182,500000,175081,0.080364,4.3571997411776415,0.350162,25-40,B,victoriasingh,wellsamanda@example.net,Jocelyn Anderson,F,56
1405,KTR,2024-05-02,2026-01-24,632,Thursday,249985,EUR,25074,499999,208320,0.05014810029620059,8.308207705192629,0.41664083328166657,30-45,F,victoriasingh,wellsamanda@example.net,Jocelyn Anderson,F,56
1406,GRZ,2022-11-19,2023-12-08,384,Saturday,349888,USD,27994,499999,327130,0.05598811197622395,11.685718368221762,0.654261308522617,25-35,B,victoriasingh,wellsamanda@example.net,Jocelyn Anderson,F,56
1407,GRZ,2023-01-25,2024-09-14,598,Wednesday,937333,EUR,51059,500000,168449,0.102118,3.2991049570105173,0.336898,25-40,M,victoriasingh,wellsamanda@example.net,Jocelyn Anderson,F,56
1408,GRZ,2023-08-11,2025-08-07,727,Friday,646521,GBP,18167,500000,141797,0.036334,7.805196234931469,0.283594,25-50,M,victoriasingh,wellsamanda@example.net,Jocelyn Anderson,F,56
1409,GRZ,2023-07-17,2024-02-20,218,Monday,831423,GBP,39930,500002,33796,0.07985968056127775,0.846381167042324,0.06759172963308147,25-40,B,victoriasingh,wellsamanda@example.net,Jocelyn Anderson,F,56
1410,AKX,2023-10-01,2025-09-02,702,Sunday,203578,GBP,46831,499999,81925,0.09366218732437465,1.7493754137216802,0.1638503277006554,35-55,M,danielphillips,piercechristopher@example.com,Chelsea Black,F,52
1411,BYU,2023-08-18,2024-01-16,151,Friday,74010,GBP,19047,500002,12852,0.0380938476246095,0.6747519294377067,0.025703897184411264,40-45,B,danielphillips,piercechristopher@example.com,Chelsea Black,F,52
1412,GRZ,2023-11-09,2024-11-30,387,Thursday,755402,EUR,51565,499999,517218,0.10313020626041253,10.03040822263163,1.0344380688761377,40-45,F,danielphillips,piercechristopher@example.com,Chelsea Black,F,52
1413,BYU,2024-09-18,2026-06-11,631,Wednesday,669737,GBP,64426,500000,75851,0.128852,1.177335237326545,0.151702,35-50,M,danielphillips,piercechristopher@example.com,Chelsea Black,F,52
1414,BYU,2024-02-22,2025-09-18,574,Thursday,911186,USD,16999,499998,176048,0.03399813599254397,10.356373904347315,0.35209740838963355,35-45,F,danielphillips,piercechristopher@example.com,Chelsea Black,F,52
1415,BYU,2024-04-19,2025-04-06,352,Friday,953616,EUR,54868,499998,227198,0.10973643894575578,4.140810672887658,0.45439781759127035,40-55,B,justindavis,brandon57@example.org,Dr. Tammy Jones MD,F,32
1416,BYU,2023-12-06,2025-11-30,725,Wednesday,947907,GBP,6694,500002,104938,0.013387946448214207,15.676426650732,0.209875160499358,45-70,B,justindavis,brandon57@example.org,Dr. Tammy Jones MD,F,32
1417,GRZ,2024-04-18,2025-11-02,563,Thursday,896006,USD,54374,499997,869594,0.10874865249191495,15.992827454298011,1.7391984351906111,20-25,B,justindavis,brandon57@example.org,Dr. Tammy Jones MD,F,32
1418,AKX,2024-01-01,2025-02-07,403,Monday,300246,GBP,63952,500001,143284,0.1279037441925116,2.2404928696522393,0.28656742686514625,30-40,M,justindavis,brandon57@example.org,Dr. Tammy Jones MD,F,32
1419,AKX,2023-04-19,2023-07-13,85,Wednesday,229847,GBP,46644,499999,149021,0.09328818657637315,3.194858931481005,0.2980425960851922,35-60,F,justindavis,brandon57@example.org,Dr. Tammy Jones MD,F,32
1420,AKX,2024-02-05,2025-06-19,500,Monday,908998,USD,64213,500000,778518,0.128426,12.123993583853737,1.557036,35-55,M,justindavis,brandon57@example.org,Dr. Tammy Jones MD,F,32
1421,AKX,2023-05-14,2024-02-08,270,Sunday,352963,GBP,55211,500002,172724,0.11042155831376675,3.1284345510858342,0.3454466182135271,45-65,F,justindavis,brandon57@example.org,Dr. Tammy Jones MD,F,32
1422,AKX,2023-06-25,2023-11-15,143,Sunday,334328,EUR,19661,500003,4709,0.039321764069415586,0.23950968923249072,0.009417943492339046,30-45,B,justindavis,brandon57@example.org,Dr. Tammy Jones MD,F,32
1423,AKX,2023-05-09,2023-11-02,177,Tuesday,628923,USD,4474,499997,259557,0.00894805368832213,58.01452838623156,0.5191171147026882,25-40,M,msullivan,frodgers@example.net,Raymond Sims,M,78
1424,AKX,2024-06-17,2025-12-28,559,Monday,691716,GBP,5425,500000,102895,0.01085,18.966820276497696,0.20579,20-30,F,msullivan,frodgers@example.net,Raymond Sims,M,78
1425,BYU,2024-04-21,2026-04-04,713,Sunday,108421,GBP,18550,500003,61210,0.03709977740133559,3.299730458221024,0.1224192654844071,35-40,F,msullivan,frodgers@example.net,Raymond Sims,M,78
1426,BYU,2024-04-10,2024-07-01,82,Wednesday,412075,USD,19617,500000,280537,0.039234,14.300708569098232,0.561074,20-40,F,msullivan,frodgers@example.net,Raymond Sims,M,78
1427,KTR,2024-05-18,2024-09-04,109,Saturday,409610,EUR,52629,499999,94754,0.10525821051642104,1.8004142202967945,0.18950837901675804,35-50,F,msullivan,frodgers@example.net,Raymond Sims,M,78
1428,AKX,2023-07-23,2024-01-20,181,Sunday,719649,USD,50655,499999,469833,0.10131020262040524,9.27515546342908,0.9396678793357587,25-30,F,msullivan,frodgers@example.net,Raymond Sims,M,78
1429,GRZ,2024-05-21,2024-10-17,149,Tuesday,665277,USD,31581,499997,457889,0.06316237897427385,14.498875906399418,0.9157834947009682,40-60,B,msullivan,frodgers@example.net,Raymond Sims,M,78
1430,KTR,2024-01-08,2024-10-11,277,Monday,114657,GBP,89017,500000,69909,0.178034,0.785344372423245,0.139818,45-65,M,nicholscheryl,alexanderholly@example.com,Brenda Fields,F,20
1431,AKX,2024-07-25,2024-11-09,107,Thursday,758044,GBP,49962,500000,161679,0.099924,3.2360393899363515,0.323358,20-35,B,nicholscheryl,alexanderholly@example.com,Brenda Fields,F,20
1432,KTR,2024-01-29,2024-10-11,256,Monday,753199,USD,13036,500002,523821,0.02607189571241715,40.182648051549556,1.0476378094487622,25-50,F,wardevelyn,fisherzachary@example.org,Cindy Johnson,F,34
1433,GRZ,2023-08-25,2025-08-01,707,Friday,266186,EUR,15456,500001,178189,0.030911938176123647,11.528791407867494,0.3563772872454255,40-65,M,wardevelyn,fisherzachary@example.org,Cindy Johnson,F,34
1434,KTR,2023-07-01,2024-09-06,433,Saturday,836590,EUR,68021,500000,190337,0.136042,2.798209376516076,0.380674,40-55,F,ambergould,brittany87@example.com,Angela Gutierrez,F,69
1435,AKX,2023-11-14,2024-01-09,56,Tuesday,90097,GBP,36571,499997,38536,0.07314243885463313,1.0537310984113095,0.07707246243477461,25-35,F,ambergould,brittany87@example.com,Angela Gutierrez,F,69
1436,GRZ,2023-04-01,2024-02-01,306,Saturday,414965,GBP,25653,499999,87625,0.05130610261220522,3.4157798308190075,0.175250350500701,45-50,B,ambergould,brittany87@example.com,Angela Gutierrez,F,69
1437,BYU,2022-11-27,2024-03-05,464,Sunday,606389,GBP,28446,499994,36033,0.05689268271219255,1.2667158827251634,0.07206686480237763,35-50,F,ambergould,brittany87@example.com,Angela Gutierrez,F,69
1438,AKX,2024-03-21,2024-04-15,25,Thursday,843511,EUR,23256,500000,554333,0.046512,23.83612831097351,1.108666,20-45,B,ambergould,brittany87@example.com,Angela Gutierrez,F,69
1439,KTR,2024-10-19,2025-03-28,160,Saturday,298949,EUR,44330,499996,102549,0.08866070928567428,2.3133092713737877,0.20509964079712636,25-35,B,ambergould,brittany87@example.com,Angela Gutierrez,F,69
1440,KTR,2023-09-14,2023-12-27,104,Thursday,413568,GBP,65058,500003,131942,0.13011521930868414,2.0280672630575793,0.2638824167054998,30-40,F,ambergould,brittany87@example.com,Angela Gutierrez,F,69
1441,BYU,2024-03-12,2025-04-14,398,Tuesday,388847,USD,24809,499998,294981,0.04961819847279389,11.89008021282599,0.5899643598574394,25-35,M,ambergould,brittany87@example.com,Angela Gutierrez,F,69
1442,KTR,2024-02-16,2025-09-16,578,Friday,602016,EUR,26246,500001,59312,0.05249189501620997,2.2598491198658843,0.1186237627524745,20-45,B,elizabeth43,jennifersullivan@example.com,Lydia Fox,F,41
1443,AKX,2024-10-12,2025-04-05,175,Saturday,70854,USD,24123,500002,52265,0.04824580701677193,2.1666044853459354,0.10452958188167247,35-55,F,elizabeth43,jennifersullivan@example.com,Lydia Fox,F,41
1444,GRZ,2023-12-24,2024-01-25,32,Sunday,233550,EUR,65686,499998,28916,0.13137252549010195,0.4402155710501477,0.057832231328925315,20-45,B,elizabeth43,jennifersullivan@example.com,Lydia Fox,F,41
1445,AKX,2023-02-24,2023-07-19,145,Friday,608766,USD,47838,499997,432022,0.09567657405944435,9.030937748233622,0.8640491842951058,40-60,B,elizabeth43,jennifersullivan@example.com,Lydia Fox,F,41
1446,AKX,2023-07-04,2024-09-04,428,Tuesday,232669,USD,35858,499999,2251,0.07171614343228687,0.06277539182330302,0.004502009004018008,30-35,B,elizabeth43,jennifersullivan@example.com,Lydia Fox,F,41
1447,GRZ,2023-12-29,2024-07-10,194,Friday,653704,USD,64212,499997,419694,0.12842477054862328,6.536068024668286,0.8393930363582182,45-55,M,elizabeth43,jennifersullivan@example.com,Lydia Fox,F,41
1448,BYU,2023-01-29,2024-10-17,627,Sunday,922445,USD,82318,500002,230974,0.16463534145863418,2.8058747782987923,0.46194615221539115,25-45,F,rwaller,vickiemiller@example.com,Christopher Perez,M,88
1449,BYU,2023-04-30,2024-05-11,377,Sunday,983729,GBP,57704,499998,753578,0.11540846163384653,13.059371967281297,1.5071620286481147,25-40,F,rwaller,vickiemiller@example.com,Christopher Perez,M,88
1450,AKX,2023-02-21,2024-05-01,435,Tuesday,76892,EUR,25648,499998,44042,0.05129620518482074,1.717170929507174,0.08808435233740936,35-40,M,rwaller,vickiemiller@example.com,Christopher Perez,M,88
1451,KTR,2023-06-29,2023-08-06,38,Thursday,731956,USD,16499,499997,58800,0.03299819798918793,3.563852354688163,0.11760070560423362,40-60,M,rwaller,vickiemiller@example.com,Christopher Perez,M,88
1452,BYU,2024-09-15,2024-10-05,20,Sunday,747757,GBP,78746,500001,707426,0.15749168501662997,8.983643613643867,1.4148491703016595,35-55,M,rwaller,vickiemiller@example.com,Christopher Perez,M,88
1453,GRZ,2023-09-28,2024-09-26,364,Thursday,980396,GBP,37420,499998,780523,0.07484029936119745,20.858444681988242,1.561052244208977,30-35,F,rwaller,vickiemiller@example.com,Christopher Perez,M,88
1454,GRZ,2023-11-24,2025-10-17,693,Friday,448492,GBP,31250,499997,56844,0.06250037500225002,1.819008,0.1136886821320928,40-45,B,rwaller,vickiemiller@example.com,Christopher Perez,M,88
1455,AKX,2022-12-19,2023-08-14,238,Monday,415322,USD,20828,500000,203484,0.041656,9.769733051661225,0.406968,25-40,M,rwaller,vickiemiller@example.com,Christopher Perez,M,88
1456,KTR,2024-04-06,2026-01-23,657,Saturday,816284,EUR,17047,500002,362659,0.0340938636245455,21.274065818032497,0.7253150987396051,30-45,F,jessica43,margaret51@example.com,Fred Mack,M,25
1457,BYU,2023-03-15,2024-12-23,649,Wednesday,422397,USD,31188,500000,231391,0.062376,7.419231755803514,0.462782,35-45,F,jessica43,margaret51@example.com,Fred Mack,M,25
1458,BYU,2024-02-14,2025-07-12,514,Wednesday,119727,EUR,5577,499999,64044,0.011154022308044615,11.483593329747176,0.12808825617651234,35-40,F,jessica43,margaret51@example.com,Fred Mack,M,25
1459,KTR,2024-08-08,2026-06-17,678,Thursday,222983,GBP,64478,500000,141981,0.128956,2.2020068860696673,0.283962,45-50,M,jessica43,margaret51@example.com,Fred Mack,M,25
1460,AKX,2023-05-30,2024-04-28,334,Tuesday,586796,EUR,76458,499998,166861,0.15291661166644666,2.1823877161317324,0.33372333489333955,25-35,M,jessica43,margaret51@example.com,Fred Mack,M,25
1461,GRZ,2023-02-17,2023-10-23,248,Friday,138357,EUR,43766,499997,76098,0.08753252519515117,1.7387469725357583,0.1521969131814791,35-50,B,jessica43,margaret51@example.com,Fred Mack,M,25
1462,AKX,2023-02-10,2024-10-19,617,Friday,734902,GBP,17579,500002,171600,0.03515785936856253,9.761647420217304,0.34319862720549116,30-35,F,jessica43,margaret51@example.com,Fred Mack,M,25
1463,AKX,2023-07-15,2023-11-25,133,Saturday,371814,USD,96670,499998,147149,0.19334077336309347,1.5221785455673942,0.2942991771967088,40-50,B,jessica43,margaret51@example.com,Fred Mack,M,25
1464,BYU,2024-10-19,2025-09-24,340,Saturday,718734,GBP,92952,499998,533566,0.18590474361897447,5.740231517342284,1.0671362685450743,40-60,F,david46,franksamuel@example.net,Christine Fritz,F,69
1465,BYU,2023-04-15,2023-10-13,181,Saturday,643288,EUR,91355,500001,107571,0.18270963458073083,1.1775053363253243,0.21514156971686058,45-65,B,david46,franksamuel@example.net,Christine Fritz,F,69
1466,KTR,2023-05-28,2023-09-09,104,Sunday,583531,EUR,18983,500001,413792,0.037965924068151864,21.798029816151292,0.8275823448353103,20-45,F,david46,franksamuel@example.net,Christine Fritz,F,69
1467,GRZ,2024-01-19,2025-06-02,500,Friday,834355,USD,71718,499998,501457,0.14343657374629498,6.992066147968432,1.0029180116720466,20-40,B,david46,franksamuel@example.net,Christine Fritz,F,69
1468,AKX,2023-06-20,2024-09-09,447,Tuesday,390735,GBP,25929,499997,221994,0.0518583111498669,8.561610551891704,0.4439906639439837,45-65,B,david46,franksamuel@example.net,Christine Fritz,F,69
1469,KTR,2023-02-14,2024-06-18,490,Tuesday,86554,EUR,24339,500000,51601,0.048678,2.120095320267883,0.103202,25-35,M,david46,franksamuel@example.net,Christine Fritz,F,69
1470,KTR,2024-02-26,2024-06-15,110,Monday,588084,USD,32941,499997,88369,0.06588239529437176,2.6826447284539023,0.1767390604343626,30-40,M,david46,franksamuel@example.net,Christine Fritz,F,69
1471,AKX,2024-05-18,2025-03-31,317,Saturday,643555,GBP,37169,500003,580672,0.07433755397467615,15.622481099841266,1.1613370319778082,45-70,F,david46,franksamuel@example.net,Christine Fritz,F,69
1472,KTR,2022-12-09,2024-10-08,669,Friday,462968,USD,14940,500002,422663,0.02987988048047808,28.29069611780455,0.8453226187095252,30-55,M,ncline,keith23@example.net,Keith Allen,M,55
1473,KTR,2024-06-20,2025-04-20,304,Thursday,951970,USD,39413,500000,842908,0.078826,21.386547585821937,1.685816,20-45,B,ncline,keith23@example.net,Keith Allen,M,55
1474,AKX,2024-04-21,2025-08-28,494,Sunday,9754,EUR,54076,500002,8949,0.10815156739373043,0.16548931133959613,0.017897928408286367,25-45,F,ncline,keith23@example.net,Keith Allen,M,55
